,Time,Subject,Assemblage,Value,log10Value
0,10,JX07,A1,0.0024112673795898443,-2.617754629090821
1,10,JX07,A2,0.31301121547818184,-0.5044401010061961
2,10,JX07,A3,0.012586814791895449,-1.9000841581621457
3,10,JX07,A4,0.0075737057430669665,-2.120691572286859
4,10,JX07,A5,0.0005525888253177982,-3.2575979018152506
5,10,JX07,A6,0.0016207675803161692,-2.7902792589473977
6,10,JX07,A7,0.0014528822157299146,-2.8377695922621786
7,10,JX07,A8,0.000641197568627831,-3.19300813312625
8,10,JX07,A9,0.07483583999052644,-1.1258903622646665
9,10,JX07,A10,0.05981235176324844,-1.2232091212173548
10,10,JX07,A11,0.001627784624171909,-2.7884030581209065
11,10,JX07,A12,0.00339372678718064,-2.4693231235963844
12,10,JX07,A13,0.045864677838981155,-1.3385216527013348
13,10,JX07,A14,0.0006772748139774194,-3.1692350743331126
14,10,JX07,A15,0.003935050614294596,-2.4050496771886576
15,10,JX07,A16,0.0026535723555716688,-2.5761690658649745
16,10,JX07,A17,0.07593799160420894,-1.1195408931949549
17,10,JX07,A18,0.0007391532359615667,-3.1312655174458044
18,10,JX07,A19,0.0005391665919742081,-3.268277025543113
19,10,JX07,A20,0.006629936014534906,-2.178490662947943
20,10,JX07,A21,0.0007096867643631413,-3.1489332942746406
21,10,JX07,A22,0.01118149727024138,-1.9515000378927814
22,10,JX07,A23,0.001500353705661837,-2.823806344738448
23,10,JX07,A24,0.025623928530141712,-1.591354285669881
24,10,JX07,A25,0.0323426518868655,-1.4902243736499305
25,10,JX07,A26,0.0005604720521441778,-3.2514460385590693
26,10,JX07,A27,0.08639114981889724,-1.0635307457350478
27,10,JX07,A28,0.0016225031235080679,-2.7898144584591726
28,10,JX07,A29,0.0025894425949663856,-2.5867937123601914
29,10,JX07,A30,0.0005424628112887149,-3.2656300296558403
30,10,JX07,A31,0.005012119076680392,-2.299978619694866
31,10,JX07,A32,0.0004968644518012297,-3.3037620737693083
32,10,JX07,A33,0.0015982689353695606,-2.7963501415928005
33,10,JX07,A34,0.0006383794983121333,-3.194921068889285
34,10,JX07,A35,0.0012407442244002594,-2.9063177377441267
35,10,JX07,A36,0.0030117214357014747,-2.5211851999787767
36,10,JX07,A37,0.008739293001126499,-2.0585236998746317
37,10,JX07,A38,0.0005490039461074048,-3.2604245339351325
38,10,JX07,A39,0.002675765972875524,-2.5725518733905024
39,10,JX07,A40,0.0024600899285287595,-2.609049016982002
40,10,JX07,A41,0.0025417925231158733,-2.594859902146805
41,10,JX07,A42,0.026635962452739477,-1.574531605980257
42,10,JX07,A43,0.0007096438094595215,-3.1489595814243185
43,10,JX07,A44,0.00683812220627442,-2.165063142054138
44,10,JX07,A45,0.01212948553590104,-1.9161576190557308
45,10,JX07,A46,0.0005561662372856517,-3.2547953790202095
46,10,JX07,A47,0.0013823099816509057,-2.859394555930867
47,10,JX07,A48,0.0004199611602743971,-3.3767908730746927
48,10,JX07,A49,0.007956028610467911,-2.099303663789684
49,10,JX07,A50,0.007617429039441049,-2.118191582779424
50,10,JX07,A51,0.011011766287498176,-1.958143014598631
51,10,JX07,A52,0.0007021512560168048,-3.1535693229448696
52,10,JX07,A53,0.0005022409522025555,-3.2990878782609423
53,10,JX07,A54,0.001340707935654791,-2.872665820021868
54,10,JX07,A55,0.01895500743854791,-1.7222760408065427
55,10,JX07,A56,0.0004260408522095531,-3.3705487552669102
56,10,JX07,A57,0.0016312013865099288,-2.787492418082445
57,10,JX07,A58,0.0007105672863617656,-3.148394790766769
58,10,JX07,A59,0.08509592220187187,-1.0700912508161997
59,10,JX07,A60,0.0015141800244455226,-2.819822487467785
60,10,JX07,A61,0.003082740442827344,-2.511063039980986
61,10,JX07,A62,0.0014805446206009947,-2.8295784993258306
62,10,JX07,A63,0.0007766732441450585,-3.109761655731659
63,10,JX08,A1,0.0004462638228396827,-3.3504083185771747
64,10,JX08,A2,0.5771159961223602,-0.2387368880351331
65,10,JX08,A3,0.006731991781853139,-2.171856422865259
66,10,JX08,A4,0.012234974328894168,-1.912396937536655
67,10,JX08,A5,0.0005923821450196556,-3.227398040016289
68,10,JX08,A6,0.0006112784845972783,-3.2137608899702697
69,10,JX08,A7,0.0014137975512712728,-2.849612774881747
70,10,JX08,A8,0.0005674545496876818,-3.2460689175891315
71,10,JX08,A9,0.0011350924432626925,-2.944968767577468
72,10,JX08,A10,0.00929329723585397,-2.031830172198269
73,10,JX08,A11,0.0027013844654429704,-2.5684136019147363
74,10,JX08,A12,0.0035048005128046496,-2.4553366962861087
75,10,JX08,A13,0.002614031012111809,-2.582689264380135
76,10,JX08,A14,0.0005877962087324705,-3.230773219440469
77,10,JX08,A15,0.0006583807238566805,-3.181522892931306
78,10,JX08,A16,0.0030456149501842445,-2.5163250043423018
79,10,JX08,A17,0.10457035663723946,-0.9805914108171019
80,10,JX08,A18,0.0015613537220633589,-2.8064986971055483
81,10,JX08,A19,0.0005427069768629735,-3.2654345952371555
82,10,JX08,A20,0.00483242974174209,-2.3158344514216087
83,10,JX08,A21,0.01553835759498179,-1.808594888053276
84,10,JX08,A22,0.009119435335509478,-2.0400320518321537
85,10,JX08,A23,0.0004292375598670333,-3.367302282676984
86,10,JX08,A24,0.0006715892767024343,-3.172896246879046
87,10,JX08,A25,0.09048858144879342,-1.0434062199843062
88,10,JX08,A26,0.000548479821998626,-3.2608393450370277
89,10,JX08,A27,0.026045142322778703,-1.584273265037636
90,10,JX08,A28,0.0005816061282894225,-3.2353710260344073
91,10,JX08,A29,0.0006000699983633239,-3.221798086066714
