Otu,Domain,Phylum,Class,Order,Family,Genus
Otu51,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu47,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu45,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu49,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu50,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu46,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu48,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu52,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna
Otu53,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu54,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu55,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter
Otu57,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu56,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu58,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu59,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu60,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu61,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
Otu62,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
Otu65,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu63,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu64,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes
Otu66,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes
Otu67,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu69,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu68,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu70,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu73,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter
Otu71,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu72,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu74,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu75,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
Otu76,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes
Otu77,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu80,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu78,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
Otu81,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta
Otu82,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu79,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu83,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu84,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu85,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter
Otu87,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes
Otu90,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu89,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella
Otu86,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu88,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu91,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
Otu92,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu93,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu94,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter
Otu95,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu97,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu96,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu100,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu98,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu101,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
Otu103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu99,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,na
Otu106,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
Otu105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu107,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Otu108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu110,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu109,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
Otu111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum
Otu113,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus
Otu115,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu114,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium
Otu116,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena
Otu117,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu121,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu120,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu119,,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta
Otu122,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu125,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu126,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu123,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
Otu124,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerosalibacter
Otu127,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu128,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu129,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu132,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu131,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu133,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu135,Bacteria,Firmicutes,na,na,na,na
Otu136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia
Otu134,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu137,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus
Otu140,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,na,Chloroplast,Streptophyta
Otu141,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,na
Otu138,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu142,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
Otu143,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu147,Bacteria,na,na,na,na,na
Otu144,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu145,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
Otu146,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu148,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia
Otu149,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu151,Bacteria,na,na,na,na,na
Otu152,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
Otu155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Otu157,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu156,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu154,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,na
Otu158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Otu159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu161,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu160,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
Otu165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu163,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu167,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Otu169,Bacteria,na,na,na,na,na
Otu170,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Otu168,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu172,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia
Otu171,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu173,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu174,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu175,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu177,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
Otu178,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
Otu180,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu181,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Otu179,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
Otu183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu184,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
Otu182,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_incertae_sedis,Marinisporobacter
Otu185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu187,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu186,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu189,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
Otu188,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter
Otu191,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu192,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
Otu190,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu193,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia
Otu195,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu196,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu197,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia
Otu200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu199,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium
Otu202,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum
Otu203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Otu205,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella
Otu204,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Falcatimonas
Otu207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Otu206,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia
Otu208,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu209,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu211,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu213,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu210,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu212,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter
Otu215,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Otu216,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia
Otu217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu214,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Otu218,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu219,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu221,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu220,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Otu223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu222,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu226,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu224,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na
Otu227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu228,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus
Otu229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Otu233,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu231,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu232,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum
Otu236,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu237,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu238,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus
Otu235,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Saccharococcus
Otu240,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Otu239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu244,Bacteria,Proteobacteria,na,na,na,na
Otu241,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu245,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu246,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
Otu247,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia
Otu248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu250,Bacteria,Firmicutes,na,na,na,na
Otu249,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Otu252,Bacteria,na,na,na,na,na
Otu251,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu255,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu254,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu256,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter
Otu258,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Otu259,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu257,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu260,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu242,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu261,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,na,Chloroplast,Streptophyta
Otu262,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu266,Bacteria,na,na,na,na,na
Otu263,Bacteria,Bacteroidetes,na,na,na,na
Otu264,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
Otu269,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu267,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea
Otu265,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu271,Bacteria,na,na,na,na,na
Otu268,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Brassicibacter
Otu272,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,na
Otu274,Bacteria,Bacteroidetes,na,na,na,na
Otu273,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu276,Bacteria,na,na,na,na,na
Otu279,Bacteria,na,na,na,na,na
Otu275,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu277,Bacteria,Firmicutes,na,na,na,na
Otu278,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu280,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
Otu282,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu283,Bacteria,na,na,na,na,na
Otu285,Bacteria,na,na,na,na,na
Otu284,Bacteria,na,na,na,na,na
Otu281,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Otu290,Bacteria,na,na,na,na,na
Otu292,Bacteria,na,na,na,na,na
Otu287,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu289,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na
Otu286,Bacteria,Firmicutes,na,na,na,na
Otu294,Bacteria,na,na,na,na,na
Otu288,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
Otu270,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas
Otu293,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia
Otu291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Otu296,Bacteria,na,na,na,na,na
Otu295,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,na
Otu298,Bacteria,na,na,na,na,na
Otu297,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu300,Bacteria,Proteobacteria,na,na,na,na
Otu303,Bacteria,na,na,na,na,na
Otu299,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
Otu305,Bacteria,na,na,na,na,na
Otu304,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Otu306,Bacteria,na,na,na,na,na
Otu301,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu308,Bacteria,na,na,na,na,na
Otu307,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu302,Bacteria,Firmicutes,na,na,na,na
Otu311,Bacteria,na,na,na,na,na
Otu310,Bacteria,Firmicutes,Clostridia,na,na,na
Otu313,Bacteria,na,na,na,na,na
Otu309,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
Otu314,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea
Otu319,Bacteria,na,na,na,na,na
Otu312,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter
Otu316,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
Otu317,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
Otu315,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,na,na
Otu320,Bacteria,na,na,na,na,na
Otu322,Bacteria,na,na,na,na,na
Otu324,Bacteria,na,na,na,na,na
Otu326,Bacteria,Firmicutes,na,na,na,na
Otu321,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu327,Bacteria,na,na,na,na,na
Otu323,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu328,Bacteria,Firmicutes,na,na,na,na
Otu325,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu318,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
Otu330,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu329,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu334,Bacteria,na,na,na,na,na
Otu332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu331,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu336,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu333,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu337,Bacteria,na,na,na,na,na
Otu338,Bacteria,na,na,na,na,na
Otu341,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu339,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu347,Bacteria,Firmicutes,na,na,na,na
Otu343,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu344,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu345,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu340,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Otu342,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter
Otu346,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu348,Bacteria,na,na,na,na,na
Otu353,Bacteria,na,na,na,na,na
Otu349,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu351,Bacteria,na,na,na,na,na
Otu350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu352,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga
Otu355,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,na
Otu356,Bacteria,Firmicutes,na,na,na,na
Otu354,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella
Otu359,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu361,Bacteria,Bacteroidetes,na,na,na,na
Otu357,Bacteria,Firmicutes,Bacilli,na,na,na
Otu363,Bacteria,na,na,na,na,na
Otu360,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
Otu364,Bacteria,na,na,na,na,na
Otu358,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu366,Bacteria,na,na,na,na,na
Otu365,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
